timestamp, last_tc_value, tmp_id, throughput, buffer, stallDuration, representationId, 
1646804146, 8000, dashjs3.1.3_c80, NaN, 0, 0, bbb_30fps_320x180_400k, 
1646804146, 8000, dashjs3.1.3_c80, 7775, 0, 0, bbb_30fps_320x180_400k, 
1646804146, 8000, dashjs3.1.3_c80, 7775, 4, 0, bbb_30fps_1280x720_4000k, 
1646804146, 4000, dashjs3.1.3_c80, 15135, 3.191, 0.2636000000238419, bbb_30fps_1280x720_4000k, 
1646804149, 4000, dashjs3.1.3_c34, NaN, 0, 0, bbb_30fps_1280x720_4000k, 
1646804153, 4000, dashjs3.1.3_c80, 11057, 1.94, 0.2636000000238419, bbb_30fps_1280x720_4000k, 
1646804154, 4000, dashjs3.1.3_c34, 1863, 0, 0, bbb_30fps_1280x720_4000k, 
1646804154, 4000, dashjs3.1.3_c34, 1863, 3.663, 5.147599999994039, bbb_30fps_640x360_800k, 
1646804157, 4000, dashjs3.1.3_c34, 1934, 1.662, 5.147599999994039, bbb_30fps_640x360_800k, 
1646804158, 4000, dashjs3.1.3_c34, 1956, 3.662, 5.147599999994039, bbb_30fps_640x360_800k, 
1646804159, 4000, dashjs3.1.3_c80, 8895, 0.422, 0.2636000000238419, bbb_30fps_1280x720_4000k, 
1646804160, 4000, dashjs3.1.3_c34, 2113, 6.411, 5.147599999994039, bbb_30fps_640x360_800k, 
1646804160, 4000, dashjs3.1.3_c80, 8895, 4.164, 1.9979000000357627, bbb_30fps_1024x576_2500k, 
1646804161, 4000, dashjs3.1.3_c34, 2213, 8.661, 5.147599999994039, bbb_30fps_640x360_800k, 
1646804162, 4000, dashjs3.1.3_c34, 2312, 11.41, 5.147599999994039, bbb_30fps_640x360_800k, 
1646804163, 4000, dashjs3.1.3_c34, 2312, 15.07, 5.147599999994039, bbb_30fps_768x432_1500k, 
1646804165, 4000, dashjs3.1.3_c80, 7571, 0.396, 1.9979000000357627, bbb_30fps_1024x576_2500k, 
1646804166, 4000, dashjs3.1.3_c34, 2339, 11.659, 5.147599999994039, bbb_30fps_768x432_1500k, 
1646804168, 4000, dashjs3.1.3_c80, 2413, 0.546, 3.2314000000357628, bbb_30fps_1024x576_2500k, 
1646804169, 4000, dashjs3.1.3_c80, 2413, 4.046, 3.2314000000357628, bbb_30fps_640x360_800k, 
1646804169, 4000, dashjs3.1.3_c34, 2303, 12.908, 5.147599999994039, bbb_30fps_768x432_1500k, 
1646804171, 4000, dashjs3.1.3_c80, 2292, 2.546, 3.2314000000357628, bbb_30fps_640x360_800k, 
1646804172, 4000, dashjs3.1.3_c34, 2262, 13.657, 5.147599999994039, bbb_30fps_768x432_1500k, 
1646804172, 4000, dashjs3.1.3_c80, 2246, 4.795, 3.2314000000357628, bbb_30fps_640x360_800k, 
1646804172, 4000, dashjs3.1.3_c80, 2246, 8.545, 3.2314000000357628, bbb_30fps_768x432_1500k, 
