timestamp, tc_value, dash_value, dash_client_id
1646808253, 4000, 3095, dashjs3.1.3_c67
1646808256, 4000, 2000, dashjs3.1.3_c48
1646808256, 4000, 2654, dashjs3.1.3_c67
1646808261, 2000, 2153, dashjs3.1.3_c67
1646808264, 2000, 1400, dashjs3.1.3_c48
1646808266, 2000, 1688, dashjs3.1.3_c67
1646808269, 2000, 1273, dashjs3.1.3_c48
1646808271, 2000, 1250, dashjs3.1.3_c67
1646808274, 2000, 1086, dashjs3.1.3_c48
1646808274, 2000, 1372, dashjs3.1.3_c67
1646808276, 2000, 1339, dashjs3.1.3_c48
1646808277, 2000, 1491, dashjs3.1.3_c67
1646808280, 2000, 1551, dashjs3.1.3_c67
1646808281, 2000, 1738, dashjs3.1.3_c48
1646808285, 2000, 1307, dashjs3.1.3_c67
1646808285, 2000, 1332, dashjs3.1.3_c48
1646808288, 2000, 1405, dashjs3.1.3_c48
1646808288, 4000, 1517, dashjs3.1.3_c67
1646808291, 4000, 3130, dashjs3.1.3_c48
1646808291, 4000, 3570, dashjs3.1.3_c67
1646808295, 4000, 2848, dashjs3.1.3_c48
1646808295, 4000, 3063, dashjs3.1.3_c67
1646808299, 4000, 2719, dashjs3.1.3_c48
1646808299, 4000, 3491, dashjs3.1.3_c67
1646808304, 4000, 2042, dashjs3.1.3_c67
1646808304, 4000, 2676, dashjs3.1.3_c48
1646808308, 4000, 2300, dashjs3.1.3_c48
1646808308, 4000, 2350, dashjs3.1.3_c67
1646808312, 4000, 2385, dashjs3.1.3_c48
1646808312, 4000, 2501, dashjs3.1.3_c67
1646808316, 4000, 2541, dashjs3.1.3_c48
1646808316, 4000, 2591, dashjs3.1.3_c67
1646808318, 4000, 6388, dashjs3.1.3_c48
1646808318, 8000, 11307, dashjs3.1.3_c67
1646808323, 8000, 6303, dashjs3.1.3_c48
1646808323, 8000, 7444, dashjs3.1.3_c67
1646808328, 8000, 5007, dashjs3.1.3_c48
1646808328, 8000, 5064, dashjs3.1.3_c67
1646808332, 8000, 5194, dashjs3.1.3_c48
1646808332, 8000, 5180, dashjs3.1.3_c67
1646808336, 8000, 4185, dashjs3.1.3_c67
1646808337, 8000, 5001, dashjs3.1.3_c48
1646808340, 8000, 4255, dashjs3.1.3_c67
1646808340, 8000, 4427, dashjs3.1.3_c48
1646808344, 8000, 4928, dashjs3.1.3_c48
1646808344, 8000, 5187, dashjs3.1.3_c67
1646808348, 8000, 5007, dashjs3.1.3_c48
1646808348, 8000, 5011, dashjs3.1.3_c67
1646808350, 20000, 10782, dashjs3.1.3_c67
1646808350, 20000, 10831, dashjs3.1.3_c48
1646808355, 20000, 10125, dashjs3.1.3_c48
1646808355, 20000, 13082, dashjs3.1.3_c67
1646808358, 20000, 14959, dashjs3.1.3_c48
1646808359, 20000, 16076, dashjs3.1.3_c67
1646808363, 20000, 11107, dashjs3.1.3_c48
1646808363, 20000, 12959, dashjs3.1.3_c67
1646808366, 20000, 16189, dashjs3.1.3_c48
1646808367, 20000, 17494, dashjs3.1.3_c67
1646808370, 20000, 20448, dashjs3.1.3_c48
1646808371, 20000, 20094, dashjs3.1.3_c67
1646808375, 20000, 10117, dashjs3.1.3_c48
1646808375, 20000, 10943, dashjs3.1.3_c67
1646808378, 8000, 15331, dashjs3.1.3_c48
1646808378, 8000, 31471, dashjs3.1.3_c67
1646808386, 8000, 4058, dashjs3.1.3_c48
1646808386, 8000, 4121, dashjs3.1.3_c67
1646808390, 8000, 4085, dashjs3.1.3_c48
1646808390, 8000, 4074, dashjs3.1.3_c67
1646808394, 8000, 4118, dashjs3.1.3_c48
1646808394, 8000, 4088, dashjs3.1.3_c67
1646808397, 8000, 4165, dashjs3.1.3_c48
1646808397, 8000, 4644, dashjs3.1.3_c67
1646808399, 8000, 6216, dashjs3.1.3_c48
1646808399, 8000, 6793, dashjs3.1.3_c67
1646808403, 8000, 4060, dashjs3.1.3_c48
1646808403, 8000, 5220, dashjs3.1.3_c67
1646808406, 8000, 6465, dashjs3.1.3_c48
1646808406, 8000, 6068, dashjs3.1.3_c67
1646808413, 4000, 2264, dashjs3.1.3_c67
1646808414, 4000, 2833, dashjs3.1.3_c48
1646808420, 4000, 2141, dashjs3.1.3_c48
1646808420, 4000, 2045, dashjs3.1.3_c67
1646808424, 4000, 2084, dashjs3.1.3_c67
1646808425, 4000, 2033, dashjs3.1.3_c48
1646808428, 4000, 2111, dashjs3.1.3_c48
1646808428, 4000, 2122, dashjs3.1.3_c67
1646808428, 4000, 4981, dashjs3.1.3_c67
